68.512,[-0.01928156  0.07315991  0.09773209],183.4,[ 0.43255046  0.77448224 -0.6032171 ],173.51999999999998,[-0.20949704  0.34402394 -0.65405779]
144.15599999999998,[-0.47957623  0.510723   -0.60180198],214.4,[-0.35674725  0.64659348 -0.82724511],189.11999999999998,[-0.31845623  0.62990366 -0.668863  ]
144.75600000000003,[-0.62730247  0.53028534 -0.53658214],203.0,[-0.77570784  0.36572211 -0.63078193],182.56,[-0.60501782  0.55864024 -0.49196646]
147.388,[-0.50534572  0.5978435  -0.47246457],204.6,[-0.44437911  0.57878267 -0.44705251],189.24,[-0.5211628   0.55036818 -0.4803668 ]
149.832,[-0.65218107  0.61912175 -0.40701406],218.8,[-0.7950377   0.51583855 -0.31656698],207.6,[-0.689896    0.7227561  -0.40807322]
149.496,[-0.63721028  0.72663214 -0.46297903],201.2,[-0.40320504  0.77659492 -0.30089056],193.48,[-0.59745512  0.70706758 -0.48339166]
144.69999999999993,[-0.59659944  0.79583639 -0.54294532],196.4,[-0.53869994  0.91011523 -0.68580321],186.48000000000002,[-0.67153554  0.767726   -0.57142944]
145.776,[-0.59007297  0.83052663 -0.75189652],213.6,[-0.80173431  0.76603103 -0.86144045],192.36,[-0.6294898   0.84743476 -0.8155782 ]
148.472,[-0.56224686  0.87480267 -0.75844294],218.2,[-0.60311451  0.75790174 -0.4995684 ],200.32,[-0.62198806  0.75314312 -0.69829966]
